customer_tweet_id,customer_text,rough_intent,requests_escalation,top1_similarity_score,decision,decision_reason
1223008,@AmazonHelp I have noything new to say... All my previous email have got what I am looking for,General Inquiry / Feedback,False,0.8205634355545044,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
774225,@AmazonHelp So many times ... no resolution @115850 @115821 I should better go with Flipkart  @118702,General Inquiry / Feedback,False,0.767667829990387,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
1702203,@AmazonHelp I can sign in fine. It just won’t verify any of my bank accounts so I can transfer funds I’ve earned to them.,Account Access Issue,False,0.7664611339569092,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
1722169,@AmazonHelp Yes. I am eligible to return but I didn’t want to send it if the box being damaged would be a problem,Wrong / Missing / Damaged Item,False,0.7011903524398804,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
918147,@AmazonHelp You can chexk my tracking number right,Delivery Delay / Non-Delivery,False,0.8917845487594604,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
271595,@AmazonHelp Earlier today. Does it take a couple of days?,General Inquiry / Feedback,False,0.8732219934463501,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
1589586,@115850  what kind of lightening deal is this ?? Normal is cheaper than your best price offered ?? https://t.co/mk6BYvavLf,Marketplace / Seller / Pricing Issue,False,0.6586596965789795,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
1219148,"@AmazonHelp Thanks AD- perfect! Also, I've seen a couple of different specs for the 8"" kids fire-is the micros slot capable of 200GB or 256?",General Inquiry / Feedback,False,0.4087147116661072,ESCALATE,Weak historical grounding (top1_similarity_score=0.409 < 0.65).
1283861,"@115850 In response to my legal email, yesterday you've confirmed d refund. But today again ur other team rejected refund. see emai 25/10 https://t.co/jzz7YmYjg5",Refund / Billing / Charge Dispute,False,0.6907542943954468,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
2775887,@AmazonHelp Seems to be thankfully. Outer box damaged but inner one seems ok. Haven't turned it on yet as it's a christmas present,Wrong / Missing / Damaged Item,False,0.6491736173629761,ESCALATE,Weak historical grounding (top1_similarity_score=0.649 < 0.65).
600293,Why aren't SEC updates or LSU College Baseball available on my @115833,General Inquiry / Feedback,False,0.535800039768219,ESCALATE,Weak historical grounding (top1_similarity_score=0.536 < 0.65).
182523,@AmazonHelp 1st email was 6 days ago. Have faulty £100 Gift Card-keep being told to take back to retailer(@158926)Done this-they say your issue.,Wrong / Missing / Damaged Item,False,0.7734928131103516,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
1387349,@AmazonHelp It was 14-17 Oct.,General Inquiry / Feedback,False,0.853710949420929,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
89202,"@AmazonHelp The account specialist did have a look - as long as I don't provide the details is stays locked. I will NOT provide the details, so you can keep the account and have fun with it! All I want is my giftcard money back which I'm entitled too as nothing will be ordered (ever again!)",Refund / Billing / Charge Dispute,False,0.7091436386108398,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
21045,Dearest @115850 this is not expected from you guys. This package was supposed to reach me by Fri. Havent yet got an update! https://t.co/QvgTdMpWUi,Delivery Delay / Non-Delivery,False,0.6503096222877502,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
2881916,@115850 when you are sending Echo invitations?,App / Digital Content / Technical Issue,False,0.7104746103286743,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
323756,@AmazonHelp Did you add a captcha to your login screen in the last 24 hours? Didn’t see one yesterday but there was one this morning.,Account Access Issue,False,0.7037712335586548,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
1114883,@AmazonHelp My order #407-6470948-1537113 is being returned to the seller without asking me and the local amazon officer is not replying.,Marketplace / Seller / Pricing Issue,False,0.8484654426574707,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
2152716,@115821 Your site sucks or has been hacked. Try to read the books I bought and it keeps saying sign in. then wrong password. goes in loop!!,Account Access Issue,False,0.6854487061500549,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
1547556,@115821 I'm trying to get duplicate bill of my order since 24 hours but from your side no one is for help.,General Inquiry / Feedback,False,0.7517076134681702,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
458866,@AmazonHelp Gladly. A Prime order guaranteed for delivery by this evening (that contains an item I ordered for a special event) showed as on track to be delivered but still hadn’t shipped...,Delivery Delay / Non-Delivery,False,0.8224651217460632,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
1338766,@AmazonHelp Hi I have updated my kindle to 5.8.11 but I don't find a bold control in Aa. Is this normal?,General Inquiry / Feedback,False,0.5243716239929199,ESCALATE,Weak historical grounding (top1_similarity_score=0.524 < 0.65).
523424,@115821 @AmazonHelp @115830 @123644 Still awaiting the products...which I had ordered and also your revert.,General Inquiry / Feedback,False,0.8276795148849487,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
2466752,I FORGOT TO CANCEL MY AMAZON PRIME FREE MEMBERSHIP SO THEY CHARGED ME $99. LMAOOOOO FUCK MEEEEEE,Refund / Billing / Charge Dispute,False,0.7443196177482605,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
1547873,"@115821 amazone did fraud with me.. i buy a product prepaid and amazone didn't give me the product or  refund 
Order #
403-4256956-6053949",Refund / Billing / Charge Dispute,False,0.7814635038375854,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
2950886,"i also ordered a watch and a boardgame from amazon at the weekend thanks to some giftcard money, i got one day delivery for it and i just got an email telling me it's not coming for another few days. amazon, truly sucking a vast amount rn",Delivery Delay / Non-Delivery,False,0.6665749549865723,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
535715,@AmazonHelp You clearly didn’t read my tweet. Why can I order one at full price and get it tomorrow??? https://t.co/ij6j7QR8Fj,Marketplace / Seller / Pricing Issue,False,0.676477313041687,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
2131013,"My morning was made.
Amazon prime now is my newest life hack! 
I feel like don’t have it all together when it comes to grocery shopping and… https://t.co/ko23u9gC7F",Account Access Issue,False,0.6473928689956665,ESCALATE,Weak historical grounding (top1_similarity_score=0.647 < 0.65).
205191,"@115821 @11088 @AmazonHelp thanks, still hasn't shipped. Delivery says today, tomorrow or Friday so we shall see.",Delivery Delay / Non-Delivery,False,0.834988534450531,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
1894080,@AmazonHelp Details shared. Check and confirm now,General Inquiry / Feedback,False,0.9291720390319824,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
1188542,@AmazonHelp 3:24 PM EST. I don't want to be stuck in a loop of waiting 24 hours for an account specialist to send me yet another cut + pasted email.,General Inquiry / Feedback,False,0.8010329008102417,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
608149,"@AmazonHelp Please check from your side. the response that you are referring to here is regarding a different order query( delivery and not pick up) . 

Dont get confused",Delivery Delay / Non-Delivery,False,0.7471624612808228,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
2480949,Hey @amazonhelp How come I can't sell a graphics card as an individual (not on a business storefront) in your marketplace?,Marketplace / Seller / Pricing Issue,False,0.6946661472320557,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
1275076,@AmazonHelp Where is the link mentioned..??,App / Digital Content / Technical Issue,False,0.9155335426330566,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
224806,"@AmazonHelp i sent an invitation request almost 2 hrs back,and yeah i'll be waiting for your mail.Thank u guys.😄",General Inquiry / Feedback,False,0.8395789861679077,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
2955955,@AmazonHelp hey any chance i may be refunded for my canceled order i made last friday?,Delivery Delay / Non-Delivery,False,0.8304654955863953,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
231318,@AmazonHelp why u increase price on big sale day nd after giving discount make it older rate making fool of people,Marketplace / Seller / Pricing Issue,False,0.6840353012084961,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
2770703,@AmazonHelp As I said there is no option on the app to ‘link your devices’,App / Digital Content / Technical Issue,False,0.6190119385719299,ESCALATE,Weak historical grounding (top1_similarity_score=0.619 < 0.65).
227859,@AmazonHelp It's sold by amazon eu s.a.r.l,Marketplace / Seller / Pricing Issue,False,0.8814286589622498,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
2439608,@AmazonHelp @amazonhelp no i called customer service and reset both my email and password. Could someone still have gotten access?,Account Access Issue,False,0.8511967062950134,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
2515921,"@AmazonHelp A month ago, I received what the CS rep called a ""courtesy credit"" for a delivery issue w/ Amazon. The credit automatically applied to my most recent purchase (shoes), which I returned (too big)- but the credit was not reinstated.",Delivery Delay / Non-Delivery,False,0.6989659070968628,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
2320746,"@115830 Prime customers are being ripped off.

Paying £7.99 a month for next day delivery yet taking 3 days lately. Called up to be advised “sorry, we’re busy &amp; there’s nothing we can do”

Seriously?! You’re customer service is getting worse!",Delivery Delay / Non-Delivery,False,0.8178291320800781,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
1031591,"@115850 @115821 nothing yet!are you going to refund my money? don't send me a link...refund by EOD, I am going to write this to Mr. Thota https://t.co/9Zdvk5FaWq",Refund / Billing / Charge Dispute,False,0.7690101265907288,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
2835565,"@AmazonHelp No, but I had an email to let me know that they hadn't got through to Hermes to advise them of the address clarification (and ask if it wasn't clear to leave it at the PaketShop) - and they gave me the address of the PaketShop - but I don't know what happened after @122924",General Inquiry / Feedback,False,0.6781651973724365,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
2889315,@AmazonHelp Tried to change password but now https://t.co/K6tNJxm1P6 doesn't recognise old or new password and I am not receiving the reset code. Help !,Account Access Issue,False,0.8330909013748169,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
1479682,poor @115850 @AmazonHelp you did it again. I must consider it as punishment for again shopping with #Amazon. Waiting for delivery- 30 days,Delivery Delay / Non-Delivery,False,0.8335405588150024,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
2962702,@AmazonHelp Am i able to DM you with my query see if you are able to solve it/give an explanation ? Thanks,General Inquiry / Feedback,False,0.8966535329818726,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
127936,"I don't know if I want to order anything from @115821 for Black Friday this year considering they have delivered my last 3 packages to the wrong apartment building, two of which were really expensive",Delivery Delay / Non-Delivery,False,0.6829663515090942,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
17239,@AmazonHelp Please find attached screenshot https://t.co/uivHzbY3JE,General Inquiry / Feedback,False,0.8814630508422852,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
1248264,Hey @115821 I had a guaranteed delivery today and I didn’t get it 🤷🏼‍♀️,Delivery Delay / Non-Delivery,False,0.7885723114013672,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
1402906,@AmazonHelp GST registration number and name of the seller do not match from https://t.co/oI1X0oe2up,Marketplace / Seller / Pricing Issue,False,0.787324070930481,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
179239,@128308 @12379 Do we have to sign in to open the app like do i have to buy premium acount to watch all episodes,Account Access Issue,False,0.6335517168045044,ESCALATE,Weak historical grounding (top1_similarity_score=0.634 < 0.65).
458949,@115851 @117634 @21254 @115821 Can you get some of your rocket scientists to work on #iPhoneX support for the #Kindle app. Until then I'll be using @115858 #iBooks. Thanks!,App / Digital Content / Technical Issue,False,0.6233747005462646,ESCALATE,Weak historical grounding (top1_similarity_score=0.623 < 0.65).
787922,@AmazonHelp ordered hair dye. Clearly wasn’t stored right because the colour (this is the one I usually use) didn’t work at all. No return,General Inquiry / Feedback,False,0.503332257270813,ESCALATE,Weak historical grounding (top1_similarity_score=0.503 < 0.65).
2192510,"@117634 Hello, I have an amazon touch from 2012 and in need of a replacement cable. Are all kindle chargers the same or is there a specific charger for a kindle that is 3rd or 4th gen thanks, appreciate any help",Wrong / Missing / Damaged Item,False,0.5140030384063721,ESCALATE,Weak historical grounding (top1_similarity_score=0.514 < 0.65).
611080,"Was recently locked out of my Amazon account by someone pretending to be me, who then changed my password. Emailed @115830 twice - never had a reply back. Gladly, I haven’t shopped on Amazon for several years, so all my cards had expired! But still what crap service @115830",Account Access Issue,False,0.7912201285362244,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
530055,"@AmazonHelp Oh , so let people see what your Flash sale is like ! 
How you people fool And cheat in name of Flash sales 
Truly disheartened by your Service Amazon.",General Inquiry / Feedback,False,0.6710940599441528,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
2965313,"@115821 a wee bit annoyed. Wife ordered me a vinyl of the replacements “let it be”. She was shipped a vinyl, didn’t open it as it was for my birthday. Opened today to find we got madonnas first album..can’t return and can’t rate amazon as the seller. Pretty lame",Delivery Delay / Non-Delivery,False,0.5924293994903564,ESCALATE,Weak historical grounding (top1_similarity_score=0.592 < 0.65).
1129369,@115850 @115851 (1) U don't respect customer. Ur seller is sending defective product n when customer asks 4 replace it u say that no replacement can be done,Wrong / Missing / Damaged Item,False,0.7638714909553528,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
1511918,@AmazonHelp Just tried to follow your link https://t.co/GJZvppqLRh,App / Digital Content / Technical Issue,False,0.8771589994430542,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
2297427,"@AmazonHelp Supposedly it's all fixed, but I haven't received an email with a return label (though I did get one about being happy to help me) and I can't verify the replacement is going to my address since it's not on my account (it was a gift).",Wrong / Missing / Damaged Item,False,0.6706976890563965,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
2728888,@115850 Product returned in August. Refund not yet received.,Refund / Billing / Charge Dispute,False,0.839679479598999,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
1190239,"@AmazonHelp @1384 for order id 403-3632425-4923516, I paid full rs309 but got a refund of rs234 only, have you kept rs 75 as #Tip, you people are acting like #pickpocketers  ,
When asked for remaining rs75 I was told to wait 24-72 hrs, is this the way @115850 should work?",Refund / Billing / Charge Dispute,False,0.6599493026733398,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
1207289,"@115850 There is a website for consumer complaints, I see 1000+ complaints against u for the reason I am suffering. U r master in that",App / Digital Content / Technical Issue,False,0.7073839902877808,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
494917,"@AmazonHelp Leave the concern, just clear that IS IT AMAZON POLICY TO ASK FOR ID WHILE DELIVERING PACKET AT MENTIONED ADDRESS",Delivery Delay / Non-Delivery,False,0.6559194326400757,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
247037,@115830 how can I stop things being sent to me by amazon logistics? Next day delivery means next evening delivery for me every time.,Delivery Delay / Non-Delivery,False,0.7688875198364258,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
980033,@AmazonHelp Personal details shared on given link,App / Digital Content / Technical Issue,False,0.8374004364013672,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
243164,@AmazonHelp The thing is... I can’t login to my account anymore,Account Access Issue,False,0.861539363861084,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
1763179,"@AmazonHelp I've been through my recent orders and there's nothing, my son downloads things to tablet but only things that are free to download",General Inquiry / Feedback,False,0.6302223801612854,ESCALATE,Weak historical grounding (top1_similarity_score=0.630 < 0.65).
2784546,Hello @115830 I cannot reset my password it keep whining cannot be found but I’m signed into the app! Doesn’t make sense,Account Access Issue,False,0.7882341146469116,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
602269,@AmazonHelp I’ve contacted you once and gotten $5 back. Twice I’ve just tossed them. They used to have cardboard around them when delivered—- that stopped them from getting damaged. Also what happened to color coded handles?,Delivery Delay / Non-Delivery,False,0.5501804351806641,ESCALATE,Weak historical grounding (top1_similarity_score=0.550 < 0.65).
222609,"@AmazonHelp Thanks, the message advised of a refund initiation without my consent.
Thank you very much. https://t.co/w7bVy4mzEt",Refund / Billing / Charge Dispute,False,0.8119239807128906,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
1024233,@AmazonHelp famous for customer service THAT I BELIEVED TOO till I didn't got reply for the 3 mails I sent. Going down and down @115851,General Inquiry / Feedback,False,0.8507405519485474,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
1570224,"@115850 @115821 Not at all satisfied with your services.I am not getting my cashback,Even not able to call your customer care.",Refund / Billing / Charge Dispute,False,0.7850725650787354,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
1266424,@AmazonHelp I forgot my password for my account (__email__) and every time I reset my password I got this msg,Account Access Issue,False,0.8518762588500977,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
1892090,@115830 just received my new Echo (so far so good) - and heard its being reduced by £20 tomorrow 😣 Cheeky refund? 😁,Refund / Billing / Charge Dispute,False,0.6388183236122131,ESCALATE,Weak historical grounding (top1_similarity_score=0.639 < 0.65).
