customer_tweet_id,customer_text,amazon_reply_text,rough_intent,requests_escalation,intent_confirmed,relevant,concrete_actionable,resolves_forward,overall_quality,notes
2004721,@AmazonHelp What if I don't have the email and password used to rent it. It was on my friends account?,"@592820 Hi, Emily! Let's see what we can do in real time. You can reach us here via phone or chat: https://t.co/brUKpjnfHP ^BA",Account Access Issue,False,Account Access Issue,Yes,Yes,Yes,Good,
144218,seems @115830 have redfined the meaning of 1-day for #BlackFriday. Currently everything I try to order is on 4 days '1-day' delivery,"@148603 Hi, please have a look here: https://t.co/RoFt1FfuYO ^CR",Delivery Delay / Non-Delivery,False,Delivery Delay / Non-Delivery,Yes,Yes,Yes,Good,
2937379,"@AmazonHelp They not give proper response, product price alsi hike to 3621 rupees, who pay the hike price now ?",@133250 We consider them to be personal information. Our page is visible to the public. (2/2)^SU,Marketplace / Seller / Pricing Issue,False,Marketplace / Seller / Pricing Issue,No,No,No,Poor,"Privacy boilerplate, doesn't address pricing complaint"
959288,@AmazonHelp Contacted. I didn't get any solution for my problem,"@193706 My apologies, Trinath. We wouldn't be able to deliver the package before the estimated delivery date. However, 1/2 ^NK",General Inquiry / Feedback,False,Delivery Delay / Non-Delivery,Yes,No,No,Poor,"Fragment (1/2), cut off before real answer"
1239571,"@115821  when i try to login it says Your password is incorrect
and when I change the message continues pls help",@410711 I'm sorry for this issue. Please use the following link to get this looked into: https://t.co/scrFUZKZhj ^DO,Account Access Issue,False,Account Access Issue,Yes,Yes,Yes,Good,
2976596,@115821 I reordered this. It was originally due last Friday &amp; had 1 day shipping. ☹️ https://t.co/3bN5NTed34,@797317 I'm sorry for the delay! Late orders usually arrive within 1-2 business days. Let us know if you don't receive it by Sunday! ^SB,Delivery Delay / Non-Delivery,False,Delivery Delay / Non-Delivery,Yes,Yes,Yes,Good,
671659,"Someone with my same name has commandeered my email address. I have access to their debit card, their Home Depot receipts, their Amazon account, and now they've linked a bank account. WTF?! Stop giving me your info!!","@280258 Hi, that doesn't sound good! Did you reach out to your e-mail provider to see if anything can be done? ^KI",General Inquiry / Feedback,False,Account Access Issue,Yes,Yes,Yes,Good,
1103616,@AmazonHelp this is the second time I got the wrong item labeled as the one I ordered https://t.co/cyfGOotGb2,"@380431 Oh goodness, I'm sorry for the mix-up! Have you had the chance to report this to us? Reach us here: https://t.co/CYqkdUakWJ ^GM",Wrong / Missing / Damaged Item,False,Wrong / Missing / Damaged Item,Yes,Yes,Yes,Good,
67541,"@AmazonHelp not a happy customer, been charged £80 for amazon prime!!! which I haven’t signed up for?",@131423 Sorry to hear this. You can find info on cancelling Prime here: http:https://t.co/a4Yc9lKczA ^ES,Refund / Billing / Charge Dispute,False,Refund / Billing / Charge Dispute,Yes,Yes,Yes,Good,
2425969,"@115821 And please, don't have me speak to anyone outside of the country because I know they're just sitting on their computer in their pjs at home.  They obviously don't care about their job. I need someone from corporate to contact me","@696635 I'm so sorry for the frustrating experience! To confirm, you're wanting to update *your return address* in case the item is rental return is not accepted/loss in shipment? If this is not correct, could you clarify a bit about the situation? ^MJ",General Inquiry / Feedback,False,General Inquiry / Feedback,Yes,No,No,Poor,"Customer wants corporate contact (escalation-flavored); reply just clarifies, no action"
180700,@AmazonHelp they aren't helping,@127260 What did they advise? ^RL,General Inquiry / Feedback,False,General Inquiry / Feedback,Yes,No,No,Poor,"Vague complaint, reply is just a clarifying question"
2435005,"@AmazonHelp Can't login it says Account locked

Your account has been locked for security purposes. Please check your email for instructions on how to unlock your account.",@698685 We'd like to look into this with you. Please choose to skip log in at the bottom of the page and leave us your details here: https://t.co/5dINh2SzfF ^MH,Account Access Issue,False,Account Access Issue,Yes,Yes,Yes,Good,
1598917,@AmazonHelp marketplace - I've just spoken to a member of your team and it's all sorted. Thanks,@491045 Great ! Do reach out to us if we can help further. Have a great day. ^CR,Marketplace / Seller / Pricing Issue,False,General Inquiry / Feedback,Yes,Yes,Yes,Good,Already-resolved closing exchange
75821,@119625 @132976 Thank you for releasing it on the same day as global release!,@123652 We hear you!! Can you tell us more about your love of grand tour : https://t.co/soExpMNlFh ? ^HR https://t.co/Cs6n3SPuIH,General Inquiry / Feedback,False,General Inquiry / Feedback,Yes,Yes,Yes,Good,"Positive feedback, appropriate engagement"
2449451,@AmazonHelp It hasn’t been processed! That’s the point!,"@256432 I know how inconvenient it can be not to receive a refund you're counting on. Please use the survey in the e-mail you received to leave feedback for the agent you spoke with. When you spoke with us on the phone, did we confirm that the refund was issued? ^CC",General Inquiry / Feedback,False,Refund / Billing / Charge Dispute,Yes,No,No,Poor,"Just a clarifying question, doesn't resolve refund"
1080893,"@115850 For the amazon echo dot, i am not able to find amazon echo app in Appstore.  Is this a different one from the US or UK devices ?","@328727 The app will be available for download from the App store/play store, once the devices are shipped off in the week of Oct 30th ^MS",App / Digital Content / Technical Issue,False,App / Digital Content / Technical Issue,Yes,Yes,Yes,Good,
108231,@AmazonHelp To talk to customer service which I already did.,"@140023 When you spoke with Customer Service, did they let you know that an Account Specialist would get back with you within 1-2 business days? ^GP",General Inquiry / Feedback,False,General Inquiry / Feedback,Yes,No,No,Poor,"Vague, just a clarifying question"
2300294,Fuck @115821 They Fucking Locked My Account For No Goddam Reason. Just A Bunch Of Phony Ass Bitches.,@667636 Please reach out to an Account Specialist. They can be reached here: https://t.co/MzdwfZcHKc ^AF,General Inquiry / Feedback,False,Account Access Issue,Yes,Yes,Yes,Good,
861823,"@115850 called customer care as well, he advised to replace the order. Replacing order show 1item per account. Disgusting....",@324641 Please fill this form: https://t.co/beaaDm0muc and I’ll contact you soon. ^SU(2/2),Wrong / Missing / Damaged Item,False,Wrong / Missing / Damaged Item,Yes,Yes,Yes,Good,Fragment marker (2/2) but has real substance
726786,"Pathetic experience with @115850  Ordered a phone , without any notice got undelivered. No replacement while phone available on app.",@294093 That's odd. We'd like to look into it. Kindly report this to our support team here: https://t.co/vlvfJr4nN9. ^SF,Wrong / Missing / Damaged Item,False,Delivery Delay / Non-Delivery,Yes,Yes,Yes,Good,
959300,@AmazonHelp As per ur email I hv added my bank account detail on 20/10 pls refund money,"@347600 I get your concern about the refund, Prit. Please reply to the email and we'll check the details and assist further. ^SV",Refund / Billing / Charge Dispute,False,Refund / Billing / Charge Dispute,Yes,No,No,Poor,"Vague 'reply to email', no link/specifics"
326334,@115850 @115821 @AmazonHelp @115830 ordered 407-4582582-9873957.. Refund not processed even after regular follow up. Product defective..,@193746 I'm sorry about the situation. Kindly share your details here: https://t.co/GIJyeYqKE0 and I'll look into this. ^SG(1/2),Wrong / Missing / Damaged Item,False,Refund / Billing / Charge Dispute,Yes,Yes,Yes,Good,Fragment marker (1/2) but has real substance
2065754,@AmazonHelp And how can you say that IT WILL REACH IN THE 4TH ATTEMPT?,"@418411 I agree that the order cancellation is unpleasant, a correspondence will be sent to your registered email 1/2 ^OS",General Inquiry / Feedback,False,Delivery Delay / Non-Delivery,Yes,No,No,Poor,"Fragment (1/2), vague"
109968,"@AmazonHelp From I could barely understand they *might* send a replacement but I need to pay postage then claim it back - really? How that is helping me I don’t know. I’m really done filling in forms, phoning and your awful deliveries - stop throwing over the fence!","@140409 I'm sorry for the frustration! To clarify, was your product fulfilled by a third-party seller or us? ^AR",Delivery Delay / Non-Delivery,False,Wrong / Missing / Damaged Item,Yes,No,No,Poor,"Just a clarifying question, no real fix"
1601827,"@AmazonHelp It's been 8 days, I'm helpless now. I complained for refund, but they nevr contact me nor curriers service came for pick-up. Need help!!",@491708 I'm sorry the pick-up hasn't been completed. We'd like to look into it. Kindly share your details 1/2 ^AP,Refund / Billing / Charge Dispute,False,Delivery Delay / Non-Delivery,Yes,Yes,Yes,Good,Return pickup issue; fragment marker but real substance
283987,"@AmazonHelp @4030 @118702 @115937 @4110 @4168 @119356 @115821 @131283 @144775 @2517 @115830 @115850 Dear Amazon,
Y have u not published my review which wil help ur own customers to keep away from your faulty e-products?
#ScamAtAmazon
#Day49",@177530 Apologies! We welcome all reviews on our website as long as they abide to the guidelines here: https://t.co/NL0u2rPBfv. ^SI,Wrong / Missing / Damaged Item,False,General Inquiry / Feedback,Yes,Yes,Yes,Good,
894599,@AmazonHelp Some Help?  I'm being told to buy from another seller.  Thought you stood behind your products @115821 https://t.co/b520YmJVVt,"@332414 I'm sorry, some items might not be replaceable if we don't own the stock or if we're inspecting it for damage. ^AM",Marketplace / Seller / Pricing Issue,False,Wrong / Missing / Damaged Item,Yes,No,No,Poor,Explains policy but no link/next step
882993,@AmazonHelp Have already reached out to customer care twice and received some vague standardised response. Ordered the product frm @118702 now instead,@329682 We'd like to take a closer look. Please share your details here: https://t.co/GIJyeYqKE0. We'll reach out to you. ^VN(1/2),General Inquiry / Feedback,False,General Inquiry / Feedback,Yes,Yes,Yes,Good,Fragment marker (1/2) but has real substance
1472712,"My wife and I own a little gift shop. We sold our product on Amazon, and our account got hacked, so they cut off our account, and are holding our money since June 19th. We made 26 calls without results. Nobody there has any answers. We need help.",@461836 I'm really sorry you've been dealing with this for so long. Can you please give us more details on what happened? ^AJ,Account Access Issue,False,Account Access Issue,Yes,No,No,Poor,"No link, just a clarifying question"
321633,@AmazonHelp Just to let you know my replacement arrived in mint condition 👍🏼,@192625 Ah that's great to hear - thanks for sharing :-) ^TD,Wrong / Missing / Damaged Item,False,Wrong / Missing / Damaged Item,Yes,Yes,Yes,Good,Already-resolved closing exchange
69646,@AmazonHelp We are at work today and out today at a private appointment. We can't take another day off for Amazon deliveries.,@131784 Have you left safe place instruction for where the driver can leave the order should you not be in?^SM,Delivery Delay / Non-Delivery,False,Delivery Delay / Non-Delivery,Yes,Yes,Yes,Good,
30038,@115850 @AmazonHelp Alexa's accent for Indian English is horrible. Just horrible. And skills are blocked for other languages.,"@122606 Other languages are not yet supported, Alexa delivers a customized Indian experience, including an all-new English voice ^MP 1/3",App / Digital Content / Technical Issue,False,App / Digital Content / Technical Issue,Yes,Yes,Yes,Good,Fragment marker (1/3) but has real substance
396872,"@115850 had ordered for two Mac Ruby Woo lipsticks but received only one and update said delivered both.this is crazy,can you please check",@210006 Please reach out to us here: https://t.co/vlvfJr4nN9 and we'll check this. (2/2)^YP,Delivery Delay / Non-Delivery,False,Wrong / Missing / Damaged Item,Yes,Yes,Yes,Good,Fragment marker (2/2) but has real substance
204968,@115821 my album was supposed to get here 10 minutes ago :) where is she???????,@164550 Sorry it hasn't arrived. Does the latest tracking show any delays or changes to the delivery dates: https://t.co/QEGywltQAO? ^CL,General Inquiry / Feedback,False,Delivery Delay / Non-Delivery,Yes,Yes,Yes,Good,
1911598,Excuse me @115821 - how does this work? Different price on the main list than at the point of purchase? https://t.co/6rNK1W3uDv,"@569440 Hi, that is very odd! Can you reach out to us directly so that we can look into this for you? You can reach us via this link: https://t.co/hApLpMlfHN ^KI",Marketplace / Seller / Pricing Issue,False,Marketplace / Seller / Pricing Issue,Yes,Yes,Yes,Good,
297303,@AmazonHelp The entire intent of tweeting again was the issue is unresolved even after receiving the correspondence concluding that your team is hopeles,@186821 best they can in resolving the issue for you. 2/2 ^NK,General Inquiry / Feedback,False,General Inquiry / Feedback,No,No,No,Poor,"Fragment (2/2), reply itself is a meaningless sentence fragment"
1090517,@AmazonHelp The order is not there. (slightly older than 6 months),"@377298 John, we can help you further via chat or phone to run a search for the item if that helps: https://t.co/hApLpM3Ejd ^SY",General Inquiry / Feedback,False,Delivery Delay / Non-Delivery,Yes,Yes,Yes,Good,
2487072,@115821 Don't buy from Amazon in fact don't set up an a count they will rob you and then make it so hard to get your money back even when they admit it wasn't your fault carp company with even worse customer service,"@710356 So sorry for the frustrations! This is not how we want your experience with us to be! Without providing any account specific information, can you tell us what's been going on? We are here to help! ^AD",Refund / Billing / Charge Dispute,False,General Inquiry / Feedback,Yes,No,No,Poor,"Vague rant, reply is just a clarifying question"
419848,@AmazonHelp The same defective item order was resent to me as replacemnt.Is thr any Quality contrl at Amazon Order no.408-2904446-2943566,@215103 Please get in touch with our team using this link: https://t.co/rS49hgaADF and we'll look forward to assisting you. ^AK (1/2),Wrong / Missing / Damaged Item,False,Wrong / Missing / Damaged Item,Yes,Yes,Yes,Good,Fragment marker (1/2) but has real substance
1844396,"@AmazonHelp  @115850  @115851  Very poor service in return, Please check this ORDER # 406-9540692-7046761 , requested return and replacement(ORDER # 408-0806392-9059553) 4 days ago- no one is coming for pickup. That's why replacement is not dispatching.","@353325 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. ^ZH",Wrong / Missing / Damaged Item,False,Delivery Delay / Non-Delivery,No,No,No,Poor,"Privacy boilerplate, doesn't address pickup complaint"
1223008,@AmazonHelp I have noything new to say... All my previous email have got what I am looking for,"@406982 I understand your concern, Fareed. However, I'd request you to reply to the email with your concern, we'll reach out to you. ^AP",General Inquiry / Feedback,False,General Inquiry / Feedback,Yes,No,No,Poor,
774225,@AmazonHelp So many times ... no resolution @115850 @115821 I should better go with Flipkart  @118702,"@304954 I understand your concern. If the package is returning, we will not be able to reinstate the order. (1/2)^SQ",General Inquiry / Feedback,False,General Inquiry / Feedback,Yes,No,No,Poor,Fragment (1/2)
1702203,@AmazonHelp I can sign in fine. It just won’t verify any of my bank accounts so I can transfer funds I’ve earned to them.,"@224133 Thanks for the clarification! Just to clarify further, are you talking about an Amazon Pay account or something else? ^AJ",Account Access Issue,False,Account Access Issue,Yes,No,No,Poor,Just a clarifying question
1722169,@AmazonHelp Yes. I am eligible to return but I didn’t want to send it if the box being damaged would be a problem,"@317275 If it allows you to return it, no problem. ^PK",Wrong / Missing / Damaged Item,False,Wrong / Missing / Damaged Item,Yes,Yes,Yes,Good,
918147,@AmazonHelp You can chexk my tracking number right,@328634 I'm afraid we can't view your order details from Twitter. Please share the info as that will hep us help you better. ^HA,Delivery Delay / Non-Delivery,False,Delivery Delay / Non-Delivery,Yes,No,No,Poor,"No link, just asks to resend info"
271595,@AmazonHelp Earlier today. Does it take a couple of days?,"@178041 Unfortunately, beta offers expire 3 days prior to the beginning of the early access period: https://t.co/cbrWNTCDvr ^GG",General Inquiry / Feedback,False,App / Digital Content / Technical Issue,Yes,Yes,Yes,Good,
1589586,@115850  what kind of lightening deal is this ?? Normal is cheaper than your best price offered ?? https://t.co/mk6BYvavLf,@488777 The prices fluctuate due to a constantly changing marketplace. Price mentioned on th website is the least we can offer. ^ZH,Marketplace / Seller / Pricing Issue,False,Marketplace / Seller / Pricing Issue,Yes,No,No,Poor,"Explains policy, no link/next step"
1219148,"@AmazonHelp Thanks AD- perfect! Also, I've seen a couple of different specs for the 8"" kids fire-is the micros slot capable of 200GB or 256?","@164798 Great question! Looking into this, I found that it is expandable by up to 256 GB. More info here: https://t.co/LwbQqdp670 ^KJ",General Inquiry / Feedback,False,App / Digital Content / Technical Issue,Yes,Yes,Yes,Good,
1283861,"@115850 In response to my legal email, yesterday you've confirmed d refund. But today again ur other team rejected refund. see emai 25/10 https://t.co/jzz7YmYjg5","@198899 My apologies for the trouble, Nitin. Kindly reply to the email sent so that we can have this checked further. ^KS 1/2",Refund / Billing / Charge Dispute,False,Refund / Billing / Charge Dispute,Yes,No,No,Poor,"Vague, fragment (1/2)"
2775887,@AmazonHelp Seems to be thankfully. Outer box damaged but inner one seems ok. Haven't turned it on yet as it's a christmas present,@775646 Glad the inner box was undamaged ^BD,Wrong / Missing / Damaged Item,False,Wrong / Missing / Damaged Item,Yes,Yes,Yes,Good,Already largely-resolved closing exchange
600293,Why aren't SEC updates or LSU College Baseball available on my @115833,@262363 Oh no! I'm sorry for the trouble! Have you tried the tricks and troubleshooting steps listed here: https://t.co/UrEFFvlhZ4? Please let us know if this helps! ^TG,General Inquiry / Feedback,False,App / Digital Content / Technical Issue,Yes,Yes,Yes,Good,
182523,@AmazonHelp 1st email was 6 days ago. Have faulty £100 Gift Card-keep being told to take back to retailer(@158926)Done this-they say your issue.,@158925 You'll want to take the gift card and receipt back to the store it was purchased from for more options. ^MB,Wrong / Missing / Damaged Item,False,Refund / Billing / Charge Dispute,Yes,Yes,No,Acceptable,Instruction given but doesn't resolve the retailer/Amazon blame loop
1387349,@AmazonHelp It was 14-17 Oct.,"@442802 Orders can be dispatched and delivered the same day. If you do not receive any update by the 18th, please let us know! ^TR",General Inquiry / Feedback,False,Delivery Delay / Non-Delivery,Yes,Yes,Yes,Good,
89202,"@AmazonHelp The account specialist did have a look - as long as I don't provide the details is stays locked. I will NOT provide the details, so you can keep the account and have fun with it! All I want is my giftcard money back which I'm entitled too as nothing will be ordered (ever again!)","@135293 Unfortunately we cannot pay out the value of your gift card. Please find the complete T&amp;C here: https://t.co/jYS5OWl3sZ If you cancel an order the value of the gift card will be transferred back to your Amazon account, which is why it is necessary to get it unlocked. ^LN",Refund / Billing / Charge Dispute,False,Refund / Billing / Charge Dispute,Yes,Yes,Yes,Good,Explains actual policy/process clearly even if not what customer wants
21045,Dearest @115850 this is not expected from you guys. This package was supposed to reach me by Fri. Havent yet got an update! https://t.co/QvgTdMpWUi,@120613 I'm sorry for the delay with your order. Please reach out to our support team here: https://t.co/2t6DQoUmNZ for assistance.^RW,Delivery Delay / Non-Delivery,False,Delivery Delay / Non-Delivery,Yes,Yes,Yes,Good,
2881916,@115850 when you are sending Echo invitations?,@739520 We do not have any information about it yet. Please stay subscribed to Echo invitation for any such update. ^SI,App / Digital Content / Technical Issue,False,App / Digital Content / Technical Issue,Yes,No,No,Poor,"Non-answer, no real info"
323756,@AmazonHelp Did you add a captcha to your login screen in the last 24 hours? Didn’t see one yesterday but there was one this morning.,"@193111 Hi Sean, sounds like two-step verification is enabled on the account: https://t.co/T2GK7zDe3D  ^AT",Account Access Issue,False,Account Access Issue,Yes,Yes,Yes,Good,
1114883,@AmazonHelp My order #407-6470948-1537113 is being returned to the seller without asking me and the local amazon officer is not replying.,@383097 Sorry to hear that. Kindly drop in your details here: https://t.co/hlEfQl96k1 and we'll look into it. Please don’t [1/2],Marketplace / Seller / Pricing Issue,False,Delivery Delay / Non-Delivery,Yes,Yes,Yes,Good,Reply cut off (1/2) but has link
2152716,@115821 Your site sucks or has been hacked. Try to read the books I bought and it keeps saying sign in. then wrong password. goes in loop!!,@365559 Hi John- Which site is your account with? Have you received any communications regarding your account? ^NV,Account Access Issue,False,Account Access Issue,Yes,No,No,Poor,Just clarifying questions
1547556,@115821 I'm trying to get duplicate bill of my order since 24 hours but from your side no one is for help.,"@479140 Sorry to know that, please follow the steps here: https://t.co/OBDuCtD3ab to get an invoice. ^PS",General Inquiry / Feedback,False,Refund / Billing / Charge Dispute,Yes,Yes,Yes,Good,
458866,@AmazonHelp Gladly. A Prime order guaranteed for delivery by this evening (that contains an item I ordered for a special event) showed as on track to be delivered but still hadn’t shipped...,"@223978 I'm so sorry for the delay with your order, Sydney! This isn't the experience we hope for! Just to clarify, have you been assigned a tracking number for this yet? ^HS",Delivery Delay / Non-Delivery,False,Delivery Delay / Non-Delivery,Yes,No,No,Poor,"No link, just a clarifying question"
1338766,@AmazonHelp Hi I have updated my kindle to 5.8.11 but I don't find a bold control in Aa. Is this normal?,@432265 We'd like to look into this with you! Please reach us by phone or chat here: https://t.co/hApLpMlfHN ^KJ,General Inquiry / Feedback,False,App / Digital Content / Technical Issue,Yes,Yes,Yes,Good,
523424,@115821 @AmazonHelp @115830 @123644 Still awaiting the products...which I had ordered and also your revert.,"@240204 I get your disappointment, Gaurav. If you've shared your details you must have received an email correspondence from the social media team by now. Could you check it here: https://t.co/DTSNmGldJf and confirm If you have received any correspondence from us? ^NK",General Inquiry / Feedback,False,Delivery Delay / Non-Delivery,Yes,Yes,Yes,Good,
2466752,I FORGOT TO CANCEL MY AMAZON PRIME FREE MEMBERSHIP SO THEY CHARGED ME $99. LMAOOOOO FUCK MEEEEEE,@705835 We'd be happy to get this sorted for you. Info on canceling your subscription here: https://t.co/v3hrvlheKb ^JS,Refund / Billing / Charge Dispute,False,Refund / Billing / Charge Dispute,Yes,Yes,Yes,Good,
1547873,"@115821 amazone did fraud with me.. i buy a product prepaid and amazone didn't give me the product or  refund 
Order #
403-4256956-6053949",@479219 I'd like to understand the issue better. Please share your details here: https://t.co/GIJyeYqKE0 and I'll reach out. ^KA,Refund / Billing / Charge Dispute,False,Refund / Billing / Charge Dispute,Yes,Yes,Yes,Good,
2950886,"i also ordered a watch and a boardgame from amazon at the weekend thanks to some giftcard money, i got one day delivery for it and i just got an email telling me it's not coming for another few days. amazon, truly sucking a vast amount rn",@814875 I am so sorry the delivery date changed! Sometimes unexpected delays may occur. Were we able to provide a new estimated delivery date? ^JO,Delivery Delay / Non-Delivery,False,Delivery Delay / Non-Delivery,Yes,No,No,Poor,"No link, just a clarifying question"
535715,@AmazonHelp You clearly didn’t read my tweet. Why can I order one at full price and get it tomorrow??? https://t.co/ij6j7QR8Fj,"@244113 Oh no! Just to confirm, was the original order sold by the same seller?  ^LH",Marketplace / Seller / Pricing Issue,False,Marketplace / Seller / Pricing Issue,Yes,No,No,Poor,Just a clarifying question
2131013,"My morning was made.
Amazon prime now is my newest life hack! 
I feel like don’t have it all together when it comes to grocery shopping and… https://t.co/ko23u9gC7F","@627185 We're glad to be of service, Janell!  When it comes to making our customers smile, you could say we've got it 'in the bag'.😁^JD",Account Access Issue,False,General Inquiry / Feedback,Yes,Yes,Yes,Good,"Positive feedback, appropriate reply"
205191,"@115821 @11088 @AmazonHelp thanks, still hasn't shipped. Delivery says today, tomorrow or Friday so we shall see.",@164606 Feel free to let us know if you haven't received it by Friday. We want to make sure you're taken care of. ^GG,Delivery Delay / Non-Delivery,False,Delivery Delay / Non-Delivery,Yes,No,Yes,Acceptable,"No link, but sets a clear follow-up timeline"
1894080,@AmazonHelp Details shared. Check and confirm now,@231110 We've received your details. We'll check this and get back with an update. ^YP,General Inquiry / Feedback,False,General Inquiry / Feedback,Yes,No,No,Poor,"Vague ack, no timeline"
1188542,@AmazonHelp 3:24 PM EST. I don't want to be stuck in a loop of waiting 24 hours for an account specialist to send me yet another cut + pasted email.,@399497 Hi Nicholas- Only our Account Specialists would have the option to reopen your account. They operate via email only. ^NV,General Inquiry / Feedback,False,Account Access Issue,Yes,Yes,Yes,Good,Clearly explains how the process actually works
608149,"@AmazonHelp Please check from your side. the response that you are referring to here is regarding a different order query( delivery and not pick up) . 

Dont get confused","@264546 Apologies, did you report about this to customer service team here: https://t.co/vlvfJr4nN9? ^SI",Delivery Delay / Non-Delivery,False,Delivery Delay / Non-Delivery,No,No,No,Poor,Doesn't acknowledge customer's explicit correction about delivery vs pickup
2480949,Hey @amazonhelp How come I can't sell a graphics card as an individual (not on a business storefront) in your marketplace?,"@708898 If you'd like to learn more about selling as an individual, see here: https://t.co/2RbI2eXiL1. Scroll down for selling options. ^GM",Marketplace / Seller / Pricing Issue,False,Marketplace / Seller / Pricing Issue,Yes,Yes,Yes,Good,
1275076,@AmazonHelp Where is the link mentioned..??,@393288 Kindly reach out to our support team through the link provided here:https://t.co/vNuNUrZXFr &amp; we'll look into it for you. ^EM,App / Digital Content / Technical Issue,False,General Inquiry / Feedback,Yes,Yes,Yes,Good,
224806,"@AmazonHelp i sent an invitation request almost 2 hrs back,and yeah i'll be waiting for your mail.Thank u guys.😄",@169711 Fingers crossed. 🤞 We hope you won't have to wait for too long. ^SQ,General Inquiry / Feedback,False,App / Digital Content / Technical Issue,Yes,No,No,Poor,Friendly but no real info/timeline
2955955,@AmazonHelp hey any chance i may be refunded for my canceled order i made last friday?,"@285350 I'm sorry for the wait Shaun! Was this item to be sold and shipped by Amazon or a third-party seller? 

Amazon won't charge you for an order until we ship, but you may be seeing an authorization charge! More info here: https://t.co/0CHZQ6VqJR ^WT",Delivery Delay / Non-Delivery,False,Refund / Billing / Charge Dispute,Yes,Yes,Yes,Good,
231318,@AmazonHelp why u increase price on big sale day nd after giving discount make it older rate making fool of people,"@171090 to offer you the lowest price, may result in fluctuations in our prices over time. (2/2) ^VM",Marketplace / Seller / Pricing Issue,False,Marketplace / Seller / Pricing Issue,No,No,No,Poor,"Fragment (2/2), lacks full context"
2770703,@AmazonHelp As I said there is no option on the app to ‘link your devices’,"@774543 Alan, I'm sorry, but FireTV Echo control is only available in the US at the moment. ^VF",App / Digital Content / Technical Issue,False,App / Digital Content / Technical Issue,Yes,Yes,Yes,Good,
227859,@AmazonHelp It's sold by amazon eu s.a.r.l,@170334 Apologies - pls contact us so we can investigate:  https://t.co/JzP7hlA23B  ^TD,Marketplace / Seller / Pricing Issue,False,Marketplace / Seller / Pricing Issue,Yes,Yes,Yes,Good,
2439608,@AmazonHelp @amazonhelp no i called customer service and reset both my email and password. Could someone still have gotten access?,@699729 Do the mysterious items in your cart stopped appearing after you reset your email and password? Keep us posted. ^CC,Account Access Issue,False,Account Access Issue,Yes,No,No,Poor,Just a clarifying question
2515921,"@AmazonHelp A month ago, I received what the CS rep called a ""courtesy credit"" for a delivery issue w/ Amazon. The credit automatically applied to my most recent purchase (shoes), which I returned (too big)- but the credit was not reinstated.","@344925 Thanks for bringing this to our attention, Renee! That sounds like an Amazon Promotional Credit! Those can be a little tricky, but we have more information about them here! https://t.co/K7PBrsZEbw We hope this helps, let us know ifyou have any other questions! ^JD",Delivery Delay / Non-Delivery,False,Refund / Billing / Charge Dispute,Yes,Yes,Yes,Good,
2320746,"@115830 Prime customers are being ripped off.

Paying £7.99 a month for next day delivery yet taking 3 days lately. Called up to be advised “sorry, we’re busy &amp; there’s nothing we can do”

Seriously?! You’re customer service is getting worse!","@133365 So sorry for the delay! During this busy period, some deliveries may take slightly longer than usual. You can find more information regarding this delay here: https://t.co/6e039VykeX I hope this helps! ^AD",Delivery Delay / Non-Delivery,False,Delivery Delay / Non-Delivery,Yes,Yes,Yes,Good,
1031591,"@115850 @115821 nothing yet!are you going to refund my money? don't send me a link...refund by EOD, I am going to write this to Mr. Thota https://t.co/9Zdvk5FaWq",@199063 reported this to our support team here: https://t.co/2t6DQoUmNZ ? (2/2)^HR,Refund / Billing / Charge Dispute,False,Refund / Billing / Charge Dispute,No,No,No,Poor,"Fragment (2/2), garbled; customer explicitly said 'don't send me a link' but reply is a broken sentence ending in a link"
2835565,"@AmazonHelp No, but I had an email to let me know that they hadn't got through to Hermes to advise them of the address clarification (and ask if it wasn't clear to leave it at the PaketShop) - and they gave me the address of the PaketShop - but I don't know what happened after @122924","@789274 Thanks for confirming, Emma! Since we do not have account access over social media please keep in contact with us here: https://t.co/J5cVftJLZO so we can assist with the best options for a resolution when needed. ^TM",General Inquiry / Feedback,False,Delivery Delay / Non-Delivery,Yes,Yes,Yes,Good,
2889315,@AmazonHelp Tried to change password but now https://t.co/K6tNJxm1P6 doesn't recognise old or new password and I am not receiving the reset code. Help !,@801089 Hi there!  Please try this link for further assistance:   https://t.co/zYVX1Qi29G  ^SP,Account Access Issue,False,Account Access Issue,Yes,Yes,Yes,Good,
1479682,poor @115850 @AmazonHelp you did it again. I must consider it as punishment for again shopping with #Amazon. Waiting for delivery- 30 days,@441141 gain further access to your account to take necessary actions. Could you confirm submitting the form? 2/2 ^MJ,Delivery Delay / Non-Delivery,False,Delivery Delay / Non-Delivery,No,No,No,Poor,"Fragment (2/2), garbled sentence"
2962702,@AmazonHelp Am i able to DM you with my query see if you are able to solve it/give an explanation ? Thanks,@799667 You sure can. We look forward to your DM! ^SH,General Inquiry / Feedback,False,General Inquiry / Feedback,Yes,Yes,Yes,Good,
127936,"I don't know if I want to order anything from @115821 for Black Friday this year considering they have delivered my last 3 packages to the wrong apartment building, two of which were really expensive","@144759 I'm sorry two packages were delivered to the wrong address! Were you able to report this to us: https://t.co/hApLpMlfHN? If so, what options were we able to offer? ^EP",Delivery Delay / Non-Delivery,False,Delivery Delay / Non-Delivery,Yes,Yes,Yes,Good,
