customer_tweet_id,customer_text,amazon_reply_text,intent_confirmed,drafted_reply,top1_similarity_score
1901983,@AmazonHelp the Amazon app isn't loading any products! DownDetector says lots of people sre reporting issues lately...,"@566830 Hi, sorry to hear that. Have you tried uninstalling and downloading the app again? ^JJ",App / Digital Content / Technical Issue,@AmazonHelp Do you have a strong Wi‑Fi connection? You can view troubleshooting steps here: https://t.co/OEYFNYhDsO. Are you seeing any error messages? ^KP,0.7128052711486816
2198850,Just received my @116439 in Canada. Anyone else having issues with the YouTube app? Video and sound are noticeably off #amazon #amazonfiretv #firestick,@643153 Thanks for reaching out. Let's try these troubleshooting steps here: https://t.co/ggBt3LTzEK and let us know if the issue continues. ^GG,App / Digital Content / Technical Issue,@116439 I'm sorry to hear you're experiencing video and audio issues with the YouTube app on your Fire TV Stick. Please contact us directly via phone or chat to troubleshoot: https://t.co/hApLpMlfHN ^JF,0.6378079056739807
2110993,@AmazonHelp I have now contacted the Web chat and they have sorted it for me,@622700 Awesome! So glad we could get everything taken care of for you! We are always here to help! ^AD,General Inquiry / Feedback,"@116439 Glad to hear the web chat resolved your issue! If you need anything else, let us know. ^AB",0.8354313373565674
1200824,@115850 not received order no 171-7360326-1361943. False promise for replacement by associate login id MYQNISH52. Poor customer support.,@402152 Kindly share your details here: https://t.co/GIJyeYqKE0 and I'll contact you at the earliest. (2/3)^VH,Delivery Delay / Non-Delivery,@115850 Apologies for the inconvenience. I'd like to help you track your order. Please provide your details here: https://t.co/beaaDm0muc 1/3^EM,0.6502435803413391
679071,Shout out to amazon for screwing me over EVERY time I order anything. Charged me twice and now my account is in the negatives. 🙃 https://t.co/eg4PTOTgEg,"@282036 Sorry to hear this Samantha. It sounds like it might be authorization charges that you are seeing. For more info on this, please click the link: https://t.co/0Zb9BvsX80 ^BZ",Refund / Billing / Charge Dispute,"Hi, when was the order due to be dispatched? It's possible that you have also seen an authorisation on your statement for one of these amounts, this is a security measure: https://t.co/J0D4Wqm8xp.",0.6508824825286865
307892,@115821 i just had one question that if the product has been returned then how much time it takes to refund the amount that has been paid?,"@189511 The product may take 5-7 days to return to our center, request you to wait till the same for refund. ^SQ",Refund / Billing / Charge Dispute,I'm sorry to hear that. Our team would be happy to help you out! Please contact us from here: https://t.co/vlvfJr4nN9.,0.7047176361083984
2492185,@115821 @AmazonHelp are you guys serious? Can someone ELSE please assist https://t.co/zJ3A3ltaSd,@711498 I am so sorry for the poor service you received when you contacted us. We're unable to take direct action to on your order via Twitter. I would suggest contacting us again via chat or phone to be connected to a new representative here:  https://t.co/hApLpMlfHN ^GS,General Inquiry / Feedback,Thank you for bringing this to our attention; you can verify any e-mails received via this link: https://t.co/pE3oHWKgsv.,0.8575785756111145
1681795,@115850 recurring problem-delivery boys have my number and call incessantly. Why can't they just deliver? Pls STOP sharing my number. DND.,"@511304 However, I have forwarded your comments as feedback to our concerned team internally. We'll get it reviewed. 2/2 ^RI",Delivery Delay / Non-Delivery,@115850 Please share your order details via this link so we can stop the calls: https://t.co/beaaDm0muc. (1/2)^SB,0.7353281378746033
2459211,@AmazonHelp Mail me again at __email__ coz I didn't get any mail,"@410967 Do check with your registered email address with Amazon. You should spot a response from our social media team. In case, you din't drop your details here: https://t.co/cllwXc2HeK We'll get in touch with you. ^RB",General Inquiry / Feedback,"@AmazonHelp If you haven't received any email, please share your details via the link: https://t.co/beaaDm0muc so we can resend. (1/2)^SQ",0.8809481263160706
435722,@AmazonHelp Yes I did receive mails. You had asked 24-48 hrs which already password. None of you mail said about solution of my issue except buying time,"@218501 As this is a social media platform, we can't view your order details.  Hence, please respond to the email(1/2)^HR",General Inquiry / Feedback,"@AmazonHelp Please check your Spam/Junk folder for the response. If still missing, let us know. ^RA",0.7165522575378418
2004721,@AmazonHelp What if I don't have the email and password used to rent it. It was on my friends account?,"@592820 Hi, Emily! Let's see what we can do in real time. You can reach us here via phone or chat: https://t.co/brUKpjnfHP ^BA",Account Access Issue,@123456 Could you let us know the email address or phone number linked to the account? You can also reset the password via https://t.co/PtGDfbjWsb. ^AL,0.6922208070755005
144218,seems @115830 have redfined the meaning of 1-day for #BlackFriday. Currently everything I try to order is on 4 days '1-day' delivery,"@148603 Hi, please have a look here: https://t.co/RoFt1FfuYO ^CR",Delivery Delay / Non-Delivery,"@123456 Sorry for the inconvenience. If you have an order that’s not arriving as expected, let us know the order number and we’ll look into it. ^BL",0.6417219042778015
2937379,"@AmazonHelp They not give proper response, product price alsi hike to 3621 rupees, who pay the hike price now ?",@133250 We consider them to be personal information. Our page is visible to the public. (2/2)^SU,Marketplace / Seller / Pricing Issue,@123456 I’m sorry you’re seeing a higher price. Please place a new order and we’ll forward your feedback. ^SQ,0.6237137317657471
959288,@AmazonHelp Contacted. I didn't get any solution for my problem,"@193706 My apologies, Trinath. We wouldn't be able to deliver the package before the estimated delivery date. However, 1/2 ^NK",Delivery Delay / Non-Delivery,@AmazonHelp Thank you for reaching out. Our team will contact you soon with an update. ^GD,0.9117964506149292
1239571,"@115821  when i try to login it says Your password is incorrect
and when I change the message continues pls help",@410711 I'm sorry for this issue. Please use the following link to get this looked into: https://t.co/scrFUZKZhj ^DO,Account Access Issue,"@115821 Hello, I'm so sorry you're having trouble logging into your account! Please reach out to us here: https://t.co/zYVX1Qi29G ^JY",0.8176766633987427
2976596,@115821 I reordered this. It was originally due last Friday &amp; had 1 day shipping. ☹️ https://t.co/3bN5NTed34,@797317 I'm sorry for the delay! Late orders usually arrive within 1-2 business days. Let us know if you don't receive it by Sunday! ^SB,Delivery Delay / Non-Delivery,@115821 Sorry to hear that. We’d like to help you. Please fill this form: https://t.co/beaaDm0muc and we’ll contact you soon. ^MN,0.8236923217773438
671659,"Someone with my same name has commandeered my email address. I have access to their debit card, their Home Depot receipts, their Amazon account, and now they've linked a bank account. WTF?! Stop giving me your info!!","@280258 Hi, that doesn't sound good! Did you reach out to your e-mail provider to see if anything can be done? ^KI",Account Access Issue,Hello! I'm sorry to hear about this. Please follow this link to secure your account: https://t.co/jzvkhdlrK5. You won't need to sign in. ^JM,0.6562443971633911
1103616,@AmazonHelp this is the second time I got the wrong item labeled as the one I ordered https://t.co/cyfGOotGb2,"@380431 Oh goodness, I'm sorry for the mix-up! Have you had the chance to report this to us? Reach us here: https://t.co/CYqkdUakWJ ^GM",Wrong / Missing / Damaged Item,Hello! I'm sorry you received the wrong item. Please fill out this form: https://t.co/beaaDm0muc and we’ll get back to you. ^CB,0.717449426651001
67541,"@AmazonHelp not a happy customer, been charged £80 for amazon prime!!! which I haven’t signed up for?",@131423 Sorry to hear this. You can find info on cancelling Prime here: http:https://t.co/a4Yc9lKczA ^ES,Refund / Billing / Charge Dispute,Hello! I'm sorry about the unexpected Prime charge. When did you last contact our support team regarding this? Refunds may take 3-5 business days. ^WM,0.810537576675415
2425969,"@115821 And please, don't have me speak to anyone outside of the country because I know they're just sitting on their computer in their pjs at home.  They obviously don't care about their job. I need someone from corporate to contact me","@696635 I'm so sorry for the frustrating experience! To confirm, you're wanting to update *your return address* in case the item is rental return is not accepted/loss in shipment? If this is not correct, could you clarify a bit about the situation? ^MJ",General Inquiry / Feedback,@414137 Apologies for the inconvenience. Please request an immediate call back from our support team here: https://t.co/vlvfJr4nN9. We'll have a corporate representative contact you. ^HK,0.5696144104003906
180700,@AmazonHelp they aren't helping,@127260 What did they advise? ^RL,General Inquiry / Feedback,@126369 That's strange. Dinesh. Please Uninstall the app and re-install it. Keep us posted. ^NK,0.8827162981033325
2435005,"@AmazonHelp Can't login it says Account locked

Your account has been locked for security purposes. Please check your email for instructions on how to unlock your account.",@698685 We'd like to look into this with you. Please choose to skip log in at the bottom of the page and leave us your details here: https://t.co/5dINh2SzfF ^MH,Account Access Issue,@521154 Sorry to hear this Matt - pls contact us for assistance: https://t.co/EfBmMeP1C6  ^TD,0.8972342014312744
1598917,@AmazonHelp marketplace - I've just spoken to a member of your team and it's all sorted. Thanks,@491045 Great ! Do reach out to us if we can help further. Have a great day. ^CR,General Inquiry / Feedback,"Glad to hear! If you need anything else, just let us know. ^GD",0.8658262491226196
75821,@119625 @132976 Thank you for releasing it on the same day as global release!,@123652 We hear you!! Can you tell us more about your love of grand tour : https://t.co/soExpMNlFh ? ^HR https://t.co/Cs6n3SPuIH,General Inquiry / Feedback,Thanks for your support! We're glad you enjoyed the release. ^BA,0.6951454877853394
2449451,@AmazonHelp It hasn’t been processed! That’s the point!,"@256432 I know how inconvenient it can be not to receive a refund you're counting on. Please use the survey in the e-mail you received to leave feedback for the agent you spoke with. When you spoke with us on the phone, did we confirm that the refund was issued? ^CC",Refund / Billing / Charge Dispute,We're sorry to hear that. Please contact us by phone or chat here: https://t.co/JzP7hlA23B ^AB,0.7683805227279663
1080893,"@115850 For the amazon echo dot, i am not able to find amazon echo app in Appstore.  Is this a different one from the US or UK devices ?","@328727 The app will be available for download from the App store/play store, once the devices are shipped off in the week of Oct 30th ^MS",App / Digital Content / Technical Issue,@115850 kindly refer the link here: https://t.co/MQTAmaRzIG ^EM,0.6888363361358643
108231,@AmazonHelp To talk to customer service which I already did.,"@140023 When you spoke with Customer Service, did they let you know that an Account Specialist would get back with you within 1-2 business days? ^GP",General Inquiry / Feedback,@AmazonHelp Please contact us here: https://t.co/hApLpMlfHN ^AS,0.9131449460983276
2300294,Fuck @115821 They Fucking Locked My Account For No Goddam Reason. Just A Bunch Of Phony Ass Bitches.,@667636 Please reach out to an Account Specialist. They can be reached here: https://t.co/MzdwfZcHKc ^AF,Account Access Issue,@115821 Our customer support will have a look into this: https://t.co/BGxWniDewV Skip the login via 'Passwort vergessen' ^SK,0.6733407974243164
861823,"@115850 called customer care as well, he advised to replace the order. Replacing order show 1item per account. Disgusting....",@324641 Please fill this form: https://t.co/beaaDm0muc and I’ll contact you soon. ^SU(2/2),Wrong / Missing / Damaged Item,@123456 I'm sorry you're upset. Please share your order number and details via this link: https://t.co/ABCDEF and I'll look into it. ^HN,0.674498438835144
726786,"Pathetic experience with @115850  Ordered a phone , without any notice got undelivered. No replacement while phone available on app.",@294093 That's odd. We'd like to look into it. Kindly report this to our support team here: https://t.co/vlvfJr4nN9. ^SF,Delivery Delay / Non-Delivery,"@234567 I'm sorry about this. Could you confirm if you have filled your details in the secure link we sent earlier: https://t.co/XYZ123? If not, please share your order number. ^SS",0.7025564312934875
959300,@AmazonHelp As per ur email I hv added my bank account detail on 20/10 pls refund money,"@347600 I get your concern about the refund, Prit. Please reply to the email and we'll check the details and assist further. ^SV",Refund / Billing / Charge Dispute,@345678 I'm sorry for the delay. Please share your order number and the date you added your bank details so we can check the refund status. ^SK,0.7654290199279785
326334,@115850 @115821 @AmazonHelp @115830 ordered 407-4582582-9873957.. Refund not processed even after regular follow up. Product defective..,@193746 I'm sorry about the situation. Kindly share your details here: https://t.co/GIJyeYqKE0 and I'll look into this. ^SG(1/2),Refund / Billing / Charge Dispute,@441431 I understand your concern is regarding refund. Kindly report this to our support team here: https://t.co/vlvfJr4nN9.^VH,0.8292073011398315
2065754,@AmazonHelp And how can you say that IT WILL REACH IN THE 4TH ATTEMPT?,"@418411 I agree that the order cancellation is unpleasant, a correspondence will be sent to your registered email 1/2 ^OS",Delivery Delay / Non-Delivery,"@199979 Have you reported this to our support team: https://t.co/vlvfJr4nN9? If not, please do so. ^HA",0.645548939704895
109968,"@AmazonHelp From I could barely understand they *might* send a replacement but I need to pay postage then claim it back - really? How that is helping me I don’t know. I’m really done filling in forms, phoning and your awful deliveries - stop throwing over the fence!","@140409 I'm sorry for the frustration! To clarify, was your product fulfilled by a third-party seller or us? ^AR",Wrong / Missing / Damaged Item,@333405 I'd like to take a closer look into this. Please fill in this form: https://t.co/GIJyeYqKE0 and I'll revert shortly. (1/2)^SQ,0.7031314373016357
1601827,"@AmazonHelp It's been 8 days, I'm helpless now. I complained for refund, but they nevr contact me nor curriers service came for pick-up. Need help!!",@491708 I'm sorry the pick-up hasn't been completed. We'd like to look into it. Kindly share your details 1/2 ^AP,Delivery Delay / Non-Delivery,Hi! I'm sorry about the pickup delay. Please contact us via phone or chat here: https://t.co/JzP7hlA23B and we’ll sort it out. Have a lovely day! ^DA,0.7851125597953796
283987,"@AmazonHelp @4030 @118702 @115937 @4110 @4168 @119356 @115821 @131283 @144775 @2517 @115830 @115850 Dear Amazon,
Y have u not published my review which wil help ur own customers to keep away from your faulty e-products?
#ScamAtAmazon
#Day49",@177530 Apologies! We welcome all reviews on our website as long as they abide to the guidelines here: https://t.co/NL0u2rPBfv. ^SI,General Inquiry / Feedback,Apologies for the trouble. Please drop your details here: https://t.co/ivClZceK1j we'll connect with you on this. ^RB,0.699713945388794
894599,@AmazonHelp Some Help?  I'm being told to buy from another seller.  Thought you stood behind your products @115821 https://t.co/b520YmJVVt,"@332414 I'm sorry, some items might not be replaceable if we don't own the stock or if we're inspecting it for damage. ^AM",Wrong / Missing / Damaged Item,"Unfortunately, we're not able to view account details via Twitter. You can request a call here: https://t.co/EJkIh5skn4  ^HS",0.7697781324386597
882993,@AmazonHelp Have already reached out to customer care twice and received some vague standardised response. Ordered the product frm @118702 now instead,@329682 We'd like to take a closer look. Please share your details here: https://t.co/GIJyeYqKE0. We'll reach out to you. ^VN(1/2),General Inquiry / Feedback,@123456 Please reach out to us so that we can assist you accordingly. Appreciate your understanding.,0.7697851061820984
1472712,"My wife and I own a little gift shop. We sold our product on Amazon, and our account got hacked, so they cut off our account, and are holding our money since June 19th. We made 26 calls without results. Nobody there has any answers. We need help.",@461836 I'm really sorry you've been dealing with this for so long. Can you please give us more details on what happened? ^AJ,Account Access Issue,@123456 I'm sorry to hear about your account. We'd like to investigate. Please provide your seller account details here: https://t.co/QAJV3JcHEC. Thank you for your patience.,0.6595134735107422
321633,@AmazonHelp Just to let you know my replacement arrived in mint condition 👍🏼,@192625 Ah that's great to hear - thanks for sharing :-) ^TD,Wrong / Missing / Damaged Item,@123456 Thanks for the update! Glad your replacement arrived in mint condition.,0.5901260375976562
69646,@AmazonHelp We are at work today and out today at a private appointment. We can't take another day off for Amazon deliveries.,@131784 Have you left safe place instruction for where the driver can leave the order should you not be in?^SM,Delivery Delay / Non-Delivery,@123456 Uh oh! Let's look into available options with you here: https://t.co/XYZ. We'd like to make sure you receive your order!^AB,0.7744727730751038
30038,@115850 @AmazonHelp Alexa's accent for Indian English is horrible. Just horrible. And skills are blocked for other languages.,"@122606 Other languages are not yet supported, Alexa delivers a customized Indian experience, including an all-new English voice ^MP 1/3",App / Digital Content / Technical Issue,@123456 We'd like to check this internally. Kindly get in touch with us here: https://t.co/rS49hgaADF ^AK,0.72380530834198
396872,"@115850 had ordered for two Mac Ruby Woo lipsticks but received only one and update said delivered both.this is crazy,can you please check",@210006 Please reach out to us here: https://t.co/vlvfJr4nN9 and we'll check this. (2/2)^YP,Wrong / Missing / Damaged Item,@123456 Sorry about this experience. Please report this to our team here: https://t.co/TdDksLo6Mf and we'll look into this. ^MK,0.5904535055160522
204968,@115821 my album was supposed to get here 10 minutes ago :) where is she???????,@164550 Sorry it hasn't arrived. Does the latest tracking show any delays or changes to the delivery dates: https://t.co/QEGywltQAO? ^CL,Delivery Delay / Non-Delivery,@115821 Thanks for reaching out! Has the delivery date on your e‑mail confirmation passed? ^HM,0.6352132558822632
1911598,Excuse me @115821 - how does this work? Different price on the main list than at the point of purchase? https://t.co/6rNK1W3uDv,"@569440 Hi, that is very odd! Can you reach out to us directly so that we can look into this for you? You can reach us via this link: https://t.co/hApLpMlfHN ^KI",Marketplace / Seller / Pricing Issue,@115821 Pricing and offers are decided by the seller depending on the inputs they receive from the manufacturer. ^VH,0.6252033114433289
297303,@AmazonHelp The entire intent of tweeting again was the issue is unresolved even after receiving the correspondence concluding that your team is hopeles,@186821 best they can in resolving the issue for you. 2/2 ^NK,General Inquiry / Feedback,@AmazonHelp and we'll get in touch with you at the earliest. (2/2)^AU,0.7637545466423035
1090517,@AmazonHelp The order is not there. (slightly older than 6 months),"@377298 John, we can help you further via chat or phone to run a search for the item if that helps: https://t.co/hApLpM3Ejd ^SY",Delivery Delay / Non-Delivery,@123456 Please check your order history or provide the order number so we can investigate. ^MC,0.8354717493057251
2487072,@115821 Don't buy from Amazon in fact don't set up an a count they will rob you and then make it so hard to get your money back even when they admit it wasn't your fault carp company with even worse customer service,"@710356 So sorry for the frustrations! This is not how we want your experience with us to be! Without providing any account specific information, can you tell us what's been going on? We are here to help! ^AD",General Inquiry / Feedback,@123456 Terribly sorry for your experience. Could you share more details so we can help? ^YP,0.7245570421218872
419848,@AmazonHelp The same defective item order was resent to me as replacemnt.Is thr any Quality contrl at Amazon Order no.408-2904446-2943566,@215103 Please get in touch with our team using this link: https://t.co/rS49hgaADF and we'll look forward to assisting you. ^AK (1/2),Wrong / Missing / Damaged Item,@123456 I'm sorry about the issue. Please provide the order number so we can investigate the quality control. ^RI,0.6757107973098755
1844396,"@AmazonHelp  @115850  @115851  Very poor service in return, Please check this ORDER # 406-9540692-7046761 , requested return and replacement(ORDER # 408-0806392-9059553) 4 days ago- no one is coming for pickup. That's why replacement is not dispatching.","@353325 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. ^ZH",Delivery Delay / Non-Delivery,@123456 I'm sorry for the inconvenience. Please submit your return details here: https://t.co/GIJyeYqKE0 and we'll look into this right away. ^HK,0.7844372987747192
1223008,@AmazonHelp I have noything new to say... All my previous email have got what I am looking for,"@406982 I understand your concern, Fareed. However, I'd request you to reply to the email with your concern, we'll reach out to you. ^AP",General Inquiry / Feedback,"@123457 You're welcome. If you need anything else, let us know. ^EM",0.8205634355545044
774225,@AmazonHelp So many times ... no resolution @115850 @115821 I should better go with Flipkart  @118702,"@304954 I understand your concern. If the package is returning, we will not be able to reinstate the order. (1/2)^SQ",General Inquiry / Feedback,@123458 I'm sorry about the delay. Please fill out this form: https://t.co/beaaDm0muc and we'll work to resolve your issue. ^RS,0.767667829990387
1702203,@AmazonHelp I can sign in fine. It just won’t verify any of my bank accounts so I can transfer funds I’ve earned to them.,"@224133 Thanks for the clarification! Just to clarify further, are you talking about an Amazon Pay account or something else? ^AJ",Account Access Issue,"@123456 Kindly try verifying your bank account using a different browser or device. If the issue persists, please visit the bank account verification page here: https://t.co/hApLpMlfHN ^AP",0.7664611339569092
1722169,@AmazonHelp Yes. I am eligible to return but I didn’t want to send it if the box being damaged would be a problem,"@317275 If it allows you to return it, no problem. ^PK",Wrong / Missing / Damaged Item,@123456 We can help you with a return. Please initiate the return here: https://t.co/hApLpMlfHN ^ML,0.7011903524398804
918147,@AmazonHelp You can chexk my tracking number right,@328634 I'm afraid we can't view your order details from Twitter. Please share the info as that will hep us help you better. ^HA,Delivery Delay / Non-Delivery,@123456 Please provide your tracking number via a secure channel here: https://t.co/TuL5NBNMLa ^TR,0.8917845487594604
271595,@AmazonHelp Earlier today. Does it take a couple of days?,"@178041 Unfortunately, beta offers expire 3 days prior to the beginning of the early access period: https://t.co/cbrWNTCDvr ^GG",App / Digital Content / Technical Issue,I can confirm we received your request. Our team typically responds within 12 hours. ^MJ,0.8732219934463501
1589586,@115850  what kind of lightening deal is this ?? Normal is cheaper than your best price offered ?? https://t.co/mk6BYvavLf,@488777 The prices fluctuate due to a constantly changing marketplace. Price mentioned on th website is the least we can offer. ^ZH,Marketplace / Seller / Pricing Issue,Our efforts to offer you the lowest price may result in fluctuations over time. ^ST,0.6586596965789795
1219148,"@AmazonHelp Thanks AD- perfect! Also, I've seen a couple of different specs for the 8"" kids fire-is the micros slot capable of 200GB or 256?","@164798 Great question! Looking into this, I found that it is expandable by up to 256 GB. More info here: https://t.co/LwbQqdp670 ^KJ",App / Digital Content / Technical Issue,"The Fire HD 8 Kids edition supports microSD cards up to 256GB. If you need help setting it up, let us know. ^AS",0.4087147116661072
1283861,"@115850 In response to my legal email, yesterday you've confirmed d refund. But today again ur other team rejected refund. see emai 25/10 https://t.co/jzz7YmYjg5","@198899 My apologies for the trouble, Nitin. Kindly reply to the email sent so that we can have this checked further. ^KS 1/2",Refund / Billing / Charge Dispute,@115850 I'm sorry for the confusion. Please share your order details and refund request via this link: https://t.co/rS49hgaADF. We'll investigate. ^SV,0.6907542943954468
2775887,@AmazonHelp Seems to be thankfully. Outer box damaged but inner one seems ok. Haven't turned it on yet as it's a christmas present,@775646 Glad the inner box was undamaged ^BD,Wrong / Missing / Damaged Item,@115850 You can chat or call to discuss options here: https://t.co/JzP7hlA23B. Let us know how it goes. ^SG,0.6491736173629761
600293,Why aren't SEC updates or LSU College Baseball available on my @115833,@262363 Oh no! I'm sorry for the trouble! Have you tried the tricks and troubleshooting steps listed here: https://t.co/UrEFFvlhZ4? Please let us know if this helps! ^TG,App / Digital Content / Technical Issue,@115850 We've sent you a notification to your registered email. Kindly check it here: https://t.co/8DAc10S7ww. ^EM,0.535800039768219
182523,@AmazonHelp 1st email was 6 days ago. Have faulty £100 Gift Card-keep being told to take back to retailer(@158926)Done this-they say your issue.,@158925 You'll want to take the gift card and receipt back to the store it was purchased from for more options. ^MB,Refund / Billing / Charge Dispute,@419992 Kindly fill in your details here: https://t.co/GIJyeYqKE0 & I'll look into this.,0.7734928131103516
1387349,@AmazonHelp It was 14-17 Oct.,"@442802 Orders can be dispatched and delivered the same day. If you do not receive any update by the 18th, please let us know! ^TR",Delivery Delay / Non-Delivery,@366437 Thanks for confirming. Who was the order sold and fulfilled by?,0.853710949420929
89202,"@AmazonHelp The account specialist did have a look - as long as I don't provide the details is stays locked. I will NOT provide the details, so you can keep the account and have fun with it! All I want is my giftcard money back which I'm entitled too as nothing will be ordered (ever again!)","@135293 Unfortunately we cannot pay out the value of your gift card. Please find the complete T&amp;C here: https://t.co/jYS5OWl3sZ If you cancel an order the value of the gift card will be transferred back to your Amazon account, which is why it is necessary to get it unlocked. ^LN",Refund / Billing / Charge Dispute,@419992 Kindly fill in your details here: https://t.co/GIJyeYqKE0 & I'll look into this.,0.7091436386108398
21045,Dearest @115850 this is not expected from you guys. This package was supposed to reach me by Fri. Havent yet got an update! https://t.co/QvgTdMpWUi,@120613 I'm sorry for the delay with your order. Please reach out to our support team here: https://t.co/2t6DQoUmNZ for assistance.^RW,Delivery Delay / Non-Delivery,@115850 Missing orders can be found by following the steps mentioned here: https://t.co/N3tczthlHg.,0.6503096222877502
2881916,@115850 when you are sending Echo invitations?,@739520 We do not have any information about it yet. Please stay subscribed to Echo invitation for any such update. ^SI,App / Digital Content / Technical Issue,"@115850 We send a limited number of invitations each week to customers, so keep an eye on your inbox.",0.7104746103286743
323756,@AmazonHelp Did you add a captcha to your login screen in the last 24 hours? Didn’t see one yesterday but there was one this morning.,"@193111 Hi Sean, sounds like two-step verification is enabled on the account: https://t.co/T2GK7zDe3D  ^AT",Account Access Issue,"@200000 If you are seeing a captcha, please contact us here: https://t.co/hApLpMlfHN.",0.7037712335586548
1114883,@AmazonHelp My order #407-6470948-1537113 is being returned to the seller without asking me and the local amazon officer is not replying.,@383097 Sorry to hear that. Kindly drop in your details here: https://t.co/hlEfQl96k1 and we'll look into it. Please don’t [1/2],Delivery Delay / Non-Delivery,@123456 Kindly get in touch with us here: https://t.co/6CkOeir07c and we’ll be glad to help you. ^AG,0.8484654426574707
2152716,@115821 Your site sucks or has been hacked. Try to read the books I bought and it keeps saying sign in. then wrong password. goes in loop!!,@365559 Hi John- Which site is your account with? Have you received any communications regarding your account? ^NV,Account Access Issue,@123456 Please reach out to us here: https://t.co/zYVX1Qi29G so we can further assist. ^JY,0.6854487061500549
1547556,@115821 I'm trying to get duplicate bill of my order since 24 hours but from your side no one is for help.,"@479140 Sorry to know that, please follow the steps here: https://t.co/OBDuCtD3ab to get an invoice. ^PS",Refund / Billing / Charge Dispute,"@123456 Please don't provide your order details, we consider it personal info. Our Twitter page is visible to the public. ^AK",0.7517076134681702
458866,@AmazonHelp Gladly. A Prime order guaranteed for delivery by this evening (that contains an item I ordered for a special event) showed as on track to be delivered but still hadn’t shipped...,"@223978 I'm so sorry for the delay with your order, Sydney! This isn't the experience we hope for! Just to clarify, have you been assigned a tracking number for this yet? ^HS",Delivery Delay / Non-Delivery,"@123456 I'm so sorry to hear that, Gladly! Kindly reach out to us at https://t.co/JzP7hlA23B so we may further investigate the status of your delivery. We would love to help! Thank you! ^WB",0.8224651217460632
1338766,@AmazonHelp Hi I have updated my kindle to 5.8.11 but I don't find a bold control in Aa. Is this normal?,@432265 We'd like to look into this with you! Please reach us by phone or chat here: https://t.co/hApLpMlfHN ^KJ,App / Digital Content / Technical Issue,@509289 I'm sorry you can't find the bold control. Please connect with our support team here: https://t.co/tc3VJIYzxn for assistance. ^NK,0.5243716239929199
523424,@115821 @AmazonHelp @115830 @123644 Still awaiting the products...which I had ordered and also your revert.,"@240204 I get your disappointment, Gaurav. If you've shared your details you must have received an email correspondence from the social media team by now. Could you check it here: https://t.co/DTSNmGldJf and confirm If you have received any correspondence from us? ^NK",Delivery Delay / Non-Delivery,@171572 Sorry for the delay. Kindly fill in your details via the link mentioned earlier so that we can have this checked. ^KS,0.8276795148849487
2466752,I FORGOT TO CANCEL MY AMAZON PRIME FREE MEMBERSHIP SO THEY CHARGED ME $99. LMAOOOOO FUCK MEEEEEE,@705835 We'd be happy to get this sorted for you. Info on canceling your subscription here: https://t.co/v3hrvlheKb ^JS,Refund / Billing / Charge Dispute,@302177 Sorry about the unexpected charge! You can learn about cancelling your Prime membership here: https://t.co/ED07BgNNa8 ^LB,0.7443196177482605
1547873,"@115821 amazone did fraud with me.. i buy a product prepaid and amazone didn't give me the product or  refund 
Order #
403-4256956-6053949",@479219 I'd like to understand the issue better. Please share your details here: https://t.co/GIJyeYqKE0 and I'll reach out. ^KA,Refund / Billing / Charge Dispute,"@216401 That's quite a remark, Nutan. Please reach us from here: https://t.co/rS49hgaADF we'll check your details and assist further. ^SV",0.7814635038375854
2950886,"i also ordered a watch and a boardgame from amazon at the weekend thanks to some giftcard money, i got one day delivery for it and i just got an email telling me it's not coming for another few days. amazon, truly sucking a vast amount rn",@814875 I am so sorry the delivery date changed! Sometimes unexpected delays may occur. Were we able to provide a new estimated delivery date? ^JO,Delivery Delay / Non-Delivery,@531663 I'm sorry for the wait! What's the delivery date shown in your order confirmation e-mail: https://t.co/O6INDCi5am? ^BN,0.6665749549865723
535715,@AmazonHelp You clearly didn’t read my tweet. Why can I order one at full price and get it tomorrow??? https://t.co/ij6j7QR8Fj,"@244113 Oh no! Just to confirm, was the original order sold by the same seller?  ^LH",Marketplace / Seller / Pricing Issue,"@User I’m sorry for the confusion. Could you please add the item to your cart and let me know what delivery date is shown? If you’ve already placed the order, share the order number so we can investigate further. ^KM",0.676477313041687
2131013,"My morning was made.
Amazon prime now is my newest life hack! 
I feel like don’t have it all together when it comes to grocery shopping and… https://t.co/ko23u9gC7F","@627185 We're glad to be of service, Janell!  When it comes to making our customers smile, you could say we've got it 'in the bag'.😁^JD",General Inquiry / Feedback,"@User Thanks for the kind words! We’re thrilled Prime is making your mornings easier. If you’d like to explore more Prime benefits, check out https://www.amazon.com/primebenefits. Let us know if you have any questions! ^KN",0.6473928689956665
205191,"@115821 @11088 @AmazonHelp thanks, still hasn't shipped. Delivery says today, tomorrow or Friday so we shall see.",@164606 Feel free to let us know if you haven't received it by Friday. We want to make sure you're taken care of. ^GG,Delivery Delay / Non-Delivery,"@User I understand the frustration with the delay. Please share your order number so we can look into it, and kindly wait until the end of the day for the delivery attempt. ^SC",0.834988534450531
1894080,@AmazonHelp Details shared. Check and confirm now,@231110 We've received your details. We'll check this and get back with an update. ^YP,General Inquiry / Feedback,@587321 Thank you for sharing your details. We've received them and will verify them now. We'll update you shortly via your registered email address. ^RB,0.9291720390319824
